Items=143
x=5,y=0
x=5,y=1
x=10,y=1
x=10,y=-1
x=15,y=-1
x=15,y=1
x=20,y=1
x=20,y=-1
x=25,y=-1
x=25,y=1
x=30,y=1
x=30,y=-1
x=35,y=-1
x=35,y=1
x=40,y=1
x=40,y=-1
x=45,y=-1
x=45,y=1
x=50,y=1
x=50,y=-1
x=55,y=-1
x=55,y=1
x=60,y=1
x=60,y=-1
x=65,y=-1
x=65,y=1
x=70,y=1
x=70,y=-1
x=75,y=-1
x=75,y=1
x=80,y=1
x=80,y=-1
x=85,y=-1
x=85,y=1
x=90,y=1
x=90,y=-1
x=95,y=-1
x=95,y=1
x=100,y=1
x=100,y=-1
x=105,y=-1
x=105,y=1
x=110,y=1
x=110,y=-1
x=115,y=-1
x=115,y=1
x=120,y=1
x=120,y=-1
x=125,y=-1
x=125,y=1
x=130,y=1
x=130,y=-1
x=135,y=-1
x=135,y=1
x=140,y=1
x=140,y=-1
x=145,y=-1
x=145,y=1
x=150,y=1
x=150,y=-1
x=155,y=-1
x=155,y=1
x=160,y=1
x=160,y=-1
x=165,y=-1
x=165,y=1
x=170,y=1
x=170,y=-1
x=175,y=-1
x=175,y=1
x=180,y=1
x=180,y=-1
x=185,y=-1
x=185,y=1
x=190,y=1
x=190,y=-1
x=195,y=-1
x=195,y=1
x=200,y=1
x=200,y=-1
x=205,y=-1
x=205,y=1
x=210,y=1
x=210,y=-1
x=215,y=-1
x=215,y=1
x=220,y=1
x=220,y=-1
x=225,y=-1
x=225,y=1
x=230,y=1
x=230,y=-1
x=235,y=-1
x=235,y=1
x=240,y=1
x=240,y=-1
x=245,y=-1
x=245,y=1
x=250,y=1
x=250,y=-1
x=255,y=-1
x=255,y=1
x=260,y=1
x=260,y=-1
x=265,y=-1
x=265,y=1
x=270,y=1
x=270,y=-1
x=275,y=-1
x=275,y=1
x=280,y=1
x=280,y=-1
x=285,y=-1
x=285,y=1
x=290,y=1
x=290,y=-1
x=295,y=-1
x=295,y=1
x=300,y=1
x=300,y=-1
x=305,y=-1
x=305,y=1
x=310,y=1
x=310,y=-1
x=315,y=-1
x=315,y=1
x=320,y=1
x=320,y=-1
x=325,y=-1
x=325,y=1
x=330,y=1
x=330,y=-1
x=335,y=-1
x=335,y=1
x=340,y=1
x=340,y=-1
x=345,y=-1
x=345,y=1
x=350,y=1
x=350,y=-1
x=355,y=-1
x=355,y=1
x=360,y=1
